CLASS_NAME,DEPT,COURSE_NUM,COURSE_TOPIC,FULL_ID
Nonprofit Organizations,LAW,7064,,Nonprofit OrganizationsLAW7064
Presidential Powers,LAW,7070,,Presidential PowersLAW7070
Professional Responsibility,LAW,7071,,Professional ResponsibilityLAW7071
Professional Sports and the Law,LAW,7074,,Professional Sports and the LawLAW7074
Secured Transactions,LAW,7082,,Secured TransactionsLAW7082
Jurisprudence,LAW,7086,,JurisprudenceLAW7086
Law and Public Service,LAW,7088,,Law and Public ServiceLAW7088
Water Law and Policy,LAW,7091,,Water Law and PolicyLAW7091
Public Interest Law and Advocacy Skills,LAW,7098,,Public Interest Law and Advocacy SkillsLAW7098
Education Law Survey,LAW,7103,,Education Law SurveyLAW7103
Modern Real Estate,LAW,7105,,Modern Real EstateLAW7105
Law of the Police,LAW,7106,,Law of the PoliceLAW7106
Real Estate Transactions and Litigation,LAW,7108,,Real Estate Transactions and LitigationLAW7108
Energy Regulation and Policy,LAW,7112,,Energy Regulation and PolicyLAW7112
Class Actions and Aggregate Litigation,LAW,7123,,Class Actions and Aggregate LitigationLAW7123
Commercial Sales Transactions: Domestic and International,LAW,7128,,Commercial Sales Transactions: Domestic and InternationalLAW7128
Criminology,LAW,7131,,CriminologyLAW7131
Regulatory Law and Policy,LAW,7136,,Regulatory Law and PolicyLAW7136
Common Law II,LAW,7139,,Common Law IILAW7139
Negotiation,LAW,7144,,NegotiationLAW7144
Legislation and Regulation,LAW,7163,,Legislation and RegulationLAW7163
Electronic Discovery,LAW,7170,,Electronic DiscoveryLAW7170
Liability Insurance Law,LAW,7172,,Liability Insurance LawLAW7172
International Business Law,LAW,7173,,International Business LawLAW7173
Feminist Jurisprudence,LAW,7178,,Feminist JurisprudenceLAW7178
Race and Criminal Justice,LAW,7179,,Race and Criminal JusticeLAW7179
Legal History of US Civil Rights Movement,LAW,7180,,Legal History of US Civil Rights MovementLAW7180
Pretrial Litigation Skills: Civil Rights,LAW,7183,,Pretrial Litigation Skills: Civil RightsLAW7183
Innovation in the Public Interest,LAW,7184,,Innovation in the Public InterestLAW7184
JAG School Course,LAW,7500,Advanced Topics in the Law of Armed Conflict,JAG School CourseLAW7500Advanced Topics in the Law of Armed Conflict
JAG School Course,LAW,7500,International Human Rights,JAG School CourseLAW7500International Human Rights
JAG School Course,LAW,7500,Wounded Warrior and Veterans Law,JAG School CourseLAW7500Wounded Warrior and Veterans Law
JAG School Course,LAW,7500,War Crimes and Atrocity Law,JAG School CourseLAW7500War Crimes and Atrocity Law
JAG School Course,LAW,7500,Intro to Legal Aspects of Cyberspace Operations,JAG School CourseLAW7500Intro to Legal Aspects of Cyberspace Operations
JAG School Course,LAW,7500,Special Topics in Client Services,JAG School CourseLAW7500Special Topics in Client Services
JAG School Course,LAW,7500,Rights of the Accused,JAG School CourseLAW7500Rights of the Accused
JAG School Course,LAW,7500,"Law of Sea, Air and Space Operations","JAG School CourseLAW7500Law of Sea, Air and Space Operations"
JAG School Course,LAW,7500,Digital Evidence from Theory to Practice (JAG)(SC),JAG School CourseLAW7500Digital Evidence from Theory to Practice (JAG)(SC)
JAG School Course,LAW,7500,Advanced Crimes and Defenses (JAG) (SC),JAG School CourseLAW7500Advanced Crimes and Defenses (JAG) (SC)
JAG School Course,LAW,7500,"Law, Psychiatry, and Military Justice (JAG) (SC)","JAG School CourseLAW7500Law, Psychiatry, and Military Justice (JAG) (SC)"
Globalization and Private Dispute Resolution (SC),LAW,7613,,Globalization and Private Dispute Resolution (SC)LAW7613
International Banking Transactions (SC),LAW,7617,,International Banking Transactions (SC)LAW7617
Oral Presentations Outside the Courtroom (SC),LAW,7626,,Oral Presentations Outside the Courtroom (SC)LAW7626
Legal Theory in Europe and the US: A Very Brief Introduction (SC),LAW,7635,,Legal Theory in Europe and the US: A Very Brief Introduction (SC)LAW7635
Federal Regulation of Investment Companies (SC),LAW,7701,,Federal Regulation of Investment Companies (SC)LAW7701
Energy & Environmental Products Trading and Commodities Regulation (SC),LAW,7712,,Energy & Environmental Products Trading and Commodities Regulation (SC)LAW7712
Reproductive Ethics and Law (SC),LAW,7728,,Reproductive Ethics and Law (SC)LAW7728
Corporate Transactions: Start-up to Exit (SC),LAW,7737,,Corporate Transactions: Start-up to Exit (SC)LAW7737
Management of BigLaw Firms: Balancing Culture and Profits (SC),LAW,7742,,Management of BigLaw Firms: Balancing Culture and Profits (SC)LAW7742
"Exercises in Rule-Making - Society, Technology and the Law (SC)",LAW,7759,,"Exercises in Rule-Making - Society, Technology and the Law (SC)LAW7759"
"Current Topics in Law, Medicine, and Society (SC)",LAW,7786,,"Current Topics in Law, Medicine, and Society (SC)LAW7786"
Corporate Social Responsibility (SC),LAW,7794,,Corporate Social Responsibility (SC)LAW7794
Empirical Investigations of Inequality and Discrimination (SC),LAW,7800,,Empirical Investigations of Inequality and Discrimination (SC)LAW7800
"Sovereignty, the Rule of Law and Emergency Rule",LAW,7803,,"Sovereignty, the Rule of Law and Emergency RuleLAW7803"
Comparative and Offshore Trust Law and Practice (SC),LAW,7806,,Comparative and Offshore Trust Law and Practice (SC)LAW7806
Advanced Legal Research,LAW,8000,,Advanced Legal ResearchLAW8000
Bankruptcy (Law & Business),LAW,8002,,Bankruptcy (Law & Business)LAW8002
Civil Rights Litigation,LAW,8003,,Civil Rights LitigationLAW8003
Corporate Tax,LAW,8006,,Corporate TaxLAW8006
Derivatives Markets and Their Regulations,LAW,8007,,Derivatives Markets and Their RegulationsLAW8007
Patent Law,LAW,8010,,Patent LawLAW8010
International Taxation,LAW,8011,,International TaxationLAW8011
Legal Issues in Corporate Finance (Law & Business),LAW,8012,,Legal Issues in Corporate Finance (Law & Business)LAW8012
Securities Regulation,LAW,8016,,Securities RegulationLAW8016
Trusts and Estates,LAW,8018,,Trusts and EstatesLAW8018
Virginia Practice and Procedure,LAW,8019,,Virginia Practice and ProcedureLAW8019
Mergers and Acquisitions (Law & Business),LAW,8024,,Mergers and Acquisitions (Law & Business)LAW8024
Clinical Topics,LAW,8505,Environmental & Regulatory Law Clinic,Clinical TopicsLAW8505Environmental & Regulatory Law Clinic
Clinical Topics,LAW,8505,Child Advocacy Clinic,Clinical TopicsLAW8505Child Advocacy Clinic
Appellate Litigation Clinic (YR),LAW,8603,,Appellate Litigation Clinic (YR)LAW8603
Child Advocacy Clinic (YR),LAW,8607,,Child Advocacy Clinic (YR)LAW8607
Criminal Defense Clinic,LAW,8608,,Criminal Defense ClinicLAW8608
Employment Law Clinic (YR),LAW,8610,,Employment Law Clinic (YR)LAW8610
Litigation and Housing Law Clinic (YR),LAW,8615,,Litigation and Housing Law Clinic (YR)LAW8615
Patent Clinic I,LAW,8620,,Patent Clinic ILAW8620
Prosecution Clinic (YR),LAW,8623,,Prosecution Clinic (YR)LAW8623
Supreme Court Litigation Clinic (YR),LAW,8625,,Supreme Court Litigation Clinic (YR)LAW8625
Innocence Project Clinic (YR),LAW,8629,,Innocence Project Clinic (YR)LAW8629
Nonprofit Clinic (YR),LAW,8633,,Nonprofit Clinic (YR)LAW8633
First Amendment Clinic (YR),LAW,8635,,First Amendment Clinic (YR)LAW8635
Entrepreneurial Law Clinic,LAW,8637,,Entrepreneurial Law ClinicLAW8637
International Human Rights Law Clinic (YR),LAW,8639,,International Human Rights Law Clinic (YR)LAW8639
Environmental and Regulatory Law Clinic,LAW,8640,,Environmental and Regulatory Law ClinicLAW8640
Economic and Consumer Justice Clinic (YR),LAW,8644,,Economic and Consumer Justice Clinic (YR)LAW8644
Health and Disability Law Clinic (YR),LAW,8646,,Health and Disability Law Clinic (YR)LAW8646
Immigration Law Clinic (YR),LAW,8648,,Immigration Law Clinic (YR)LAW8648
Emerging Markets: Principles and Practice,LAW,8652,,Emerging Markets: Principles and PracticeLAW8652
Estate Planning: Principles and Practice,LAW,8655,,Estate Planning: Principles and PracticeLAW8655
International Tax Practicum - Spring (YR),LAW,8661,,International Tax Practicum - Spring (YR)LAW8661
Civil Rights Clinic (YR),LAW,8664,,Civil Rights Clinic (YR)LAW8664
Legal Writing Fellow (YR),LAW,8801,,Legal Writing Fellow (YR)LAW8801
FT Externship: Field Experience,LAW,8803,,FT Externship: Field ExperienceLAW8803
FT Externship: Directed Study,LAW,8804,,FT Externship: Directed StudyLAW8804
Graduate Legal Research and Writing II,LAW,8805,,Graduate Legal Research and Writing IILAW8805
PT Externship: Field Experience,LAW,8806,,PT Externship: Field ExperienceLAW8806
PT Externship: Directed Study,LAW,8807,,PT Externship: Directed StudyLAW8807
Directed Research,LAW,8810,,Directed ResearchLAW8810
Independent Research,LAW,8811,,Independent ResearchLAW8811
Independent Research,LAW,8812,,Independent ResearchLAW8812
Independent Research,LAW,8813,,Independent ResearchLAW8813
Independent Research (YR),LAW,8814,,Independent Research (YR)LAW8814
Independent Research (YR),LAW,8815,,Independent Research (YR)LAW8815
Independent Research (YR),LAW,8816,,Independent Research (YR)LAW8816
Independent Research (YR),LAW,8817,,Independent Research (YR)LAW8817
Independent Research (YR),LAW,8818,,Independent Research (YR)LAW8818
Independent Research (YR),LAW,8819,,Independent Research (YR)LAW8819
Dual Degree: Sciences Po (YR),LAW,8845,,Dual Degree: Sciences Po (YR)LAW8845
Advanced Verbal Persuasion,LAW,9006,,Advanced Verbal PersuasionLAW9006
An American Half-Century,LAW,9007,,An American Half-CenturyLAW9007
Children and the Law,LAW,9008,,Children and the LawLAW9008
Constitutionalism: History and Jurisprudence,LAW,9019,,Constitutionalism: History and JurisprudenceLAW9019
Construction Law,LAW,9020,,Construction LawLAW9020
Rhetoric Seminar,LAW,9031,,Rhetoric SeminarLAW9031
Business Reorganization Under Chapter 11 of the Bankruptcy Code,LAW,9056,,Business Reorganization Under Chapter 11 of the Bankruptcy CodeLAW9056
Airline Industry and Aviation Law,LAW,9059,,Airline Industry and Aviation LawLAW9059
Antitrust Review Mergers in a Global Environment,LAW,9069,,Antitrust Review Mergers in a Global EnvironmentLAW9069
"Government Ethics: Conflicts of Interest, Lobbying and Campaign Finance",LAW,9073,,"Government Ethics: Conflicts of Interest, Lobbying and Campaign FinanceLAW9073"
Trial Advocacy,LAW,9081,,Trial AdvocacyLAW9081
Supreme Court Justices and the Art of Judging,LAW,9088,,Supreme Court Justices and the Art of JudgingLAW9088
Seminar in Ethical Values (YR),LAW,9090,,Seminar in Ethical Values (YR)LAW9090
Law of Armed Conflict,LAW,9114,,Law of Armed ConflictLAW9114
Current Issues in Corporate Law and Governance,LAW,9127,,Current Issues in Corporate Law and GovernanceLAW9127
International Business Negotiation,LAW,9199,,International Business NegotiationLAW9199
Federal Litigation Practice,LAW,9200,,Federal Litigation PracticeLAW9200
Civil War and the Constitution,LAW,9203,,Civil War and the ConstitutionLAW9203
Monetary Constitution Seminar,LAW,9208,,Monetary Constitution SeminarLAW9208
International Arbitration,LAW,9222,,International ArbitrationLAW9222
Advanced Topics in Law and Public Service (YR),LAW,9229,,Advanced Topics in Law and Public Service (YR)LAW9229
Bioethics And Law Internship Seminar: Health Policy & Administration,LAW,9236,,Bioethics And Law Internship Seminar: Health Policy & AdministrationLAW9236
Death Penalty,LAW,9241,,Death PenaltyLAW9241
Feminism and the Free Market,LAW,9242,,Feminism and the Free MarketLAW9242
Therapeutic Justice and the Evolving Role of Specialty Courts,LAW,9248,,Therapeutic Justice and the Evolving Role of Specialty CourtsLAW9248
"Poverty in Law, Literature, and Culture",LAW,9252,,"Poverty in Law, Literature, and CultureLAW9252"
Human Rights Study Project (YR),LAW,9255,,Human Rights Study Project (YR)LAW9255
Environmental Ethics,LAW,9258,,Environmental EthicsLAW9258
Government Contract Law,LAW,9263,,Government Contract LawLAW9263
Government Secrecy,LAW,9266,,Government SecrecyLAW9266
Conservation Planning and Law,LAW,9277,,Conservation Planning and LawLAW9277
Current Issues in Law and Psychological Science,LAW,9279,,Current Issues in Law and Psychological ScienceLAW9279
Corporate Governance New Paradigm - Shareholder Activism,LAW,9285,,Corporate Governance New Paradigm - Shareholder ActivismLAW9285
Law and Economics Colloquium,LAW,9287,,Law and Economics ColloquiumLAW9287
Legal History of the Founding Period,LAW,9301,,Legal History of the Founding PeriodLAW9301
LawTech,LAW,9305,,LawTechLAW9305
Litigation Skills and Professional Liability Law,LAW,9309,,Litigation Skills and Professional Liability LawLAW9309
White Collar Investigations and Corporate Compliance,LAW,9318,,White Collar Investigations and Corporate ComplianceLAW9318
Advanced Topics in Law and Business,LAW,9319,,Advanced Topics in Law and BusinessLAW9319
"Race, Law, and the Southern City",LAW,9320,,"Race, Law, and the Southern CityLAW9320"
Capitalism and Socialism (YR),LAW,9322,,Capitalism and Socialism (YR)LAW9322
Criminal Justice Reform Seminar,LAW,9325,,Criminal Justice Reform SeminarLAW9325
Law and Social Science Colloquium,LAW,9327,,Law and Social Science ColloquiumLAW9327
International Law of Migration and Refugees,LAW,9329,,International Law of Migration and RefugeesLAW9329
Education Inside US Prisons Seminar,LAW,9330,,Education Inside US Prisons SeminarLAW9330
Border Policy and Politics,LAW,9331,,Border Policy and PoliticsLAW9331
Dissertation Colloquium - Spring (YR),LAW,9998,,Dissertation Colloquium - Spring (YR)LAW9998
Dissertation Research,LAW,9999,,Dissertation ResearchLAW9999
TESOL Theory and Method,LING,3090,,TESOL Theory and MethodLING3090
ESL Teaching Practicum: Language,LING,3101,,ESL Teaching Practicum: LanguageLING3101
ESL Teaching Practicum: Culture,LING,3102,,ESL Teaching Practicum: CultureLING3102
ESL Teaching Practicum: Writing,LING,3103,,ESL Teaching Practicum: WritingLING3103
Linguistics Internship,LING,4994,,Linguistics InternshipLING4994
Teaching English as a Second Language,LING,5090,,Teaching English as a Second LanguageLING5090
ESL Teaching Practicum: Language,LING,5101,,ESL Teaching Practicum: LanguageLING5101
ESL Teaching Practicum: Culture,LING,5102,,ESL Teaching Practicum: CultureLING5102
ESL Teaching Practicum: Writing,LING,5103,,ESL Teaching Practicum: WritingLING5103
Contemporary Deaf Studies,LING,7750,,Contemporary Deaf StudiesLING7750
Non-Topical Research,LING,8998,,Non-Topical ResearchLING8998
MA Thesis Research,LING,8999,,MA Thesis ResearchLING8999
Directed Research,LING,9010,,Directed ResearchLING9010
Choice and Consequences: The Economics of Public Policy,LPPA,4250,,Choice and Consequences: The Economics of Public PolicyLPPA4250
Benefit-Cost Analysis,LPPA,7035,,Benefit-Cost AnalysisLPPA7035
Economics of Public Policy II,LPPA,7110,,Economics of Public Policy IILPPA7110
Research Methods and Data Analysis II,LPPA,7160,,Research Methods and Data Analysis IILPPA7160
"The Resilient Student: Transition, Thriving, and Leadership",LPPL,2100,,"The Resilient Student: Transition, Thriving, and LeadershipLPPL2100"
Resilient Leadership for Teams and Teammates,LPPL,3450,,Resilient Leadership for Teams and TeammatesLPPL3450
Leadership in American Policy toward China,LPPL,3480,,Leadership in American Policy toward ChinaLPPL3480
Leadership and Practice,LPPL,4225,,Leadership and PracticeLPPL4225
Leadership in the Public Arena,LPPL,6050,,Leadership in the Public ArenaLPPL6050
